,location,,address,adname,cityname,id,importance,name,pname,tel,type,typecode,X,Y
440,"122.284607,29.939135",,滨港西路158号国际水产城6号楼208号,普陀区,舟山市,B0FFGBB37L,[],埃米主题影城,浙江省,0580-3660255,体育休闲服务;影剧院;电影院,80601,122.284607,29.939135
441,"105.579429,30.503968",,遂州南路270号永逸百货7-8层,船山区,遂宁市,B033900I6R,[],永逸电影城,四川省,0825-2220661;0825-2255666,体育休闲服务;影剧院;电影院,80601,105.579429,30.503968
442,"118.494234,37.461939",,济南路与西四路交汇处利群瑞泰购物广场5层,东营区,东营市,B0222028NI,[],利群国际影城(瑞泰店),山东省,0546-8512520;0546-8512521,体育休闲服务;影剧院;电影院,80601,118.494234,37.461939
443,"106.748707,22.096081",,南大路155号华灵生活超市2层,凭祥市,崇左市,B0FFFALEHB,[],凭祥广影万福电影城,广西壮族自治区,0771-8572999,体育休闲服务;影剧院;电影院,80601,106.748707,22.096081
444,"114.473299,38.058648",,和平西路315号,新华区,石家庄市,B013701D02,[],金棕榈和平影城,河北省,0311-87043509;0311-87044624,体育休闲服务;影剧院;电影院,80601,114.473299,38.058648
445,"86.143575,41.757803",,团结北路金汇来广场4层,库尔勒市,巴音郭楞蒙古自治州,B0FFGFVICB,[],金汇来奥斯卡影城,新疆维吾尔自治区,0996-6335555,体育休闲服务;影剧院;电影院,80601,86.143575,41.757803
446,"116.687133,28.690818",,东上大街229号中港城4层,余干县,上饶市,B0FFGJYJV1,[],天鸿影城(余干店),江西省,0793-3398377;0793-3398622,体育休闲服务;影剧院;电影院,80601,116.687133,28.690818
447,"102.697429,25.050322",,文林街93号,五华区,昆明市,B036702B38,[],新建设电影世界(文林街店),云南省,0871-65373800,体育休闲服务;影剧院;电影院,80601,102.697429,25.050322
448,"121.490892,31.280324",,曲阳路570号,虹口区,上海市,B00153047D,[],曲阳影都,上海市,021-65527029;021-65533134,体育休闲服务;影剧院;电影院,80601,121.490892,31.280324
449,"118.018559,37.377213",,黄河四路渤海七路交叉口渤海国际广场D座3层,滨城区,滨州市,B021F03V4L,[],新世纪电影城(黄河四路),山东省,0543-3222877;0543-3325877,体育休闲服务;影剧院;电影院,80601,118.018559,37.377213
450,"120.755589,31.684840",,海虞北路90号常汇生活广场3层,常熟市,苏州市,B0FFIG4P29,[],巨洋国际影城(常熟店),江苏省,0512-52222537,体育休闲服务;影剧院;电影院,80601,120.755589,31.68484
451,"120.356965,30.566974",,洲泉小商品城3幢D区2层,桐乡市,嘉兴市,B023D0R7Z9,[],洲泉银河电影城(湘溪大道店),浙江省,0573-81888686,体育休闲服务;影剧院;电影院,80601,120.356965,30.566974
452,"120.599495,31.263758",,宝带西路1177号运河城二期北区1F-3F(原世茂国际影城巨幕店),姑苏区,苏州市,B0200164BF,[],苏州万达影城(世茂广场店),江苏省,0512-67877813,体育休闲服务;影剧院;电影院,80601,120.599495,31.263758
453,"113.148641,23.062119",,桂城灯湖东路20号保利水城购物中心F3层,南海区,佛山市,B02F5078DO,[],保利国际影城(佛山南海店),广东省,0757-81855503;0757-81855996;0757-81855995,体育休闲服务;影剧院;电影院,80601,113.148641,23.062119
454,"104.193320,30.809019",,缤纷时代广场3栋811号,新都区,成都市,B0FFGZFS0X,[],香橙私人影院,四川省,18980717180;18980451150,体育休闲服务;影剧院;电影院,80601,104.19332,30.809019
455,"114.268107,30.581158",,解放大道与万松园路交汇处创世纪大厦B座25层7号,江汉区,武汉市,B0FFH3PJ3Y,[],嘎纳·印记私人影院(武汉广场店),湖北省,18171499195,体育休闲服务;影剧院;电影院,80601,114.268107,30.581158
456,"105.08884,31.098282",,百乐巷百乐时代广场1-4层,三台县,绵阳市,B03300226J,[],中环百乐影城(百乐时代广场店),四川省,0816-5555268,体育休闲服务;影剧院;电影院,80601,105.08884,31.098282
457,"126.591978,45.821156",,中源大道99号(虎林园对面),松北区,哈尔滨市,B0FFFTW3F8,[],恒大影城(哈尔滨绿洲店),黑龙江省,[],体育休闲服务;影剧院;电影院,80601,126.591978,45.821156
458,"106.401513,29.802244",,嘉陵风情步行街11栋雄风百货7层,北碚区,重庆市,B00178UJP8,[],越界国际影城(北碚店),重庆市,023-68222532;023-68222530;023-68222531,体育休闲服务;影剧院;电影院,80601,106.401513,29.802244
459,"120.826185,29.589843",,鹿山路6-7号鹿山广场F6层,嵊州市,绍兴市,B0FFGL0ULG,[],嵊州MAX影城(鹿山广场店),浙江省,0575-83330666,体育休闲服务;影剧院;电影院,80601,120.826185,29.589843
460,"112.554288,28.248531",,楚沩中路与横街巷交叉口东50米,宁乡市,长沙市,B02DB04BT9,[],银都电影院(人民北路店),湖南省,[],体育休闲服务;影剧院;电影院,80601,112.554288,28.248531
461,"115.445082,30.241436",,人民广场1号楼,蕲春县,黄冈市,B0FFGPXTR8,[],华鼎天河影城(蕲春店),湖北省,0713-7380996;0713-7380998,体育休闲服务;影剧院;电影院,80601,115.445082,30.241436
462,"102.720907,25.026924",,北京路211,官渡区,昆明市,B0367028D6,[],滇池电影广场(北京路店),云南省,0871-63172101;0871-63184043,体育休闲服务;影剧院;电影院,80601,102.720907,25.026924
463,"117.373026,32.927581",,兴业路555号宝龙城市广场B3区第四层B3-4001号,蚌山区,蚌埠市,B0FFGF0F9G,[],爱沐咖啡电影,安徽省,0552-3526688,体育休闲服务;影剧院;电影院|餐饮服务;咖啡厅;咖啡厅,080601|050500,117.373026,32.927581
464,"104.176738,36.543967",,红星路280号7幢4-01,白银区,白银市,B0FFG839YJ,[],新视界电影城(白银店),甘肃省,0943-6970111,体育休闲服务;影剧院;电影院,80601,104.176738,36.543967
465,"112.628606,26.888547",,东风南路2号鑫都国际广场时尚购物中心F5层,珠晖区,衡阳市,B0FFGGH1MC,[],鑫都国际影城(鑫都国际广场店),湖南省,0734-8599858;0734-8599898,体育休闲服务;影剧院;电影院,80601,112.628606,26.888547
466,"117.154978,35.080460",,大同路华汇购物广场B1层,滕州市,枣庄市,B02780QP06,[],华汇国际影城(华汇购物广场店),山东省,0632-5236999,体育休闲服务;影剧院;电影院,80601,117.154978,35.08046
467,"120.770224,31.665355",,青城山路世茂世纪中心创富世纪6幢211-212,常熟市,苏州市,B0FFFU1RLA,[],巨幕私人影院(世茂店),江苏省,0512-52857990,体育休闲服务;影剧院;电影院,80601,120.770224,31.665355
468,"120.395380,31.584633",,团结中路3号荟聚·无锡购物中心北区F4层,锡山区,无锡市,B0FFF756QJ,[],金逸影城(荟聚·无锡购物中心北区),江苏省,0510-88258866,体育休闲服务;影剧院;电影院,80601,120.39538,31.584633
469,"120.612645,31.195496",,天鹅荡路与苏震桃路交界口永旺梦乐城3层E区,吴中区,苏州市,B0FFF64H43,[],苏州银兴国际影城(永旺店),江苏省,0512-66589606;0512-66589602;18013192102,体育休闲服务;影剧院;电影院,80601,120.612645,31.195496
470,"117.179938,39.077768",,宾水西道体育中心B馆津奥广场2层,南开区,天津市,B001612U2K,[],博纳国际影城(津奥广场店),天津市,022-23477816;022-23477878,体育休闲服务;影剧院;电影院,80601,117.179938,39.077768
471,"109.117453,21.481477",,解放路11号,海城区,北海市,B030B005C5,[],人民电影院(解放路店),广西壮族自治区,0779-2023574,体育休闲服务;影剧院;电影院,80601,109.117453,21.481477
472,"120.944133,31.92137",,星湖大道1101号5号楼1-3层,崇川区,南通市,B02010U2DU,[],壹零壹国际影城(星湖大道店),江苏省,0513-81015666;0513-81015111,体育休闲服务;影剧院;电影院,80601,120.944133,31.92137
473,"116.141583,39.738158",,拱辰大街31号,房山区,北京市,B000A7JHZZ,[],良乡影剧院,北京市,010-69352415,体育休闲服务;影剧院;剧场,80603,116.141583,39.738158
474,"106.513762,29.509653",,杨家坪正街1附1号跃华新都1层,九龙坡区,重庆市,B001782021,[],建设电影院(杨家坪店),重庆市,023-68410649;023-68413380,体育休闲服务;影剧院;电影院,80601,106.513762,29.509653
475,"117.547037,34.858106",,建华西路76号银座购物广场5层,市中区,枣庄市,B02780RHNP,[],乐达国际影城(银座店),山东省,0632-8815666,体育休闲服务;影剧院;电影院,80601,117.547037,34.858106
476,"121.654475,31.811170",,人民中路773号永安广场3层,启东市,南通市,B0FFFR1MEX,[],华夏影城(启东店),江苏省,0513-83896666,体育休闲服务;影剧院;电影院,80601,121.654475,31.81117
477,"110.93867,21.662155",,高凉中路图书馆1-3层,茂南区,茂名市,B029C0P19T,[],茂名文化广场影城(高凉中路店),广东省,0668-2877667;0668-2877666,体育休闲服务;影剧院;电影院,80601,110.93867,21.662155
478,"116.685876,23.660242",,金碧路38号桥东金山中学东侧,湘桥区,潮州市,B0FFG5MQA1,[],恒大影城,广东省,0768-2317888,体育休闲服务;影剧院;电影院,80601,116.685876,23.660242
479,"117.289805,31.244815",,庐城镇庐江中心城37栋2层(老乡鸡楼上),庐江县,合肥市,B0FFHF6BC4,[],聚影咖主题影院(庐江中心城店),安徽省,0551-83685888,体育休闲服务;影剧院;电影院,80601,117.289805,31.244815
480,"119.577177,31.743291",,金城镇司马坊54号味先生美食城4层,金坛区,常州市,B0207048DJ,[],金沙影城(司马坊店),江苏省,0519-82817699,体育休闲服务;影剧院;电影院,80601,119.577177,31.743291
481,"113.809040,23.098070",,迎春路石碣文化广场,东莞市,东莞市,B030104D0G,[],石碣影剧院,广东省,0769-86307333,体育休闲服务;影剧院;影剧院相关,80600,113.80904,23.09807
482,"119.56543,32.429884",,东方红路2号乐天玛特超市4层,江都区,扬州市,B0202158XP,[],时代电影城(乐天玛特店),江苏省,0514-86488666;0514-86538500;18086769780,体育休闲服务;影剧院;电影院,80601,119.56543,32.429884
483,"112.884132,22.899346",,沧江路137号,高明区,佛山市,B02F504LBI,[],高明影剧院,广东省,0757-88822664;0757-88823664,体育休闲服务;影剧院;电影院,80601,112.884132,22.899346
484,"109.686964,23.958281",,东井路99号,象州县,来宾市,B0FFGRGBL3,[],好青春影城(象州店),广西壮族自治区,0772-4301828,体育休闲服务;影剧院;电影院,80601,109.686964,23.958281
485,"117.651631,39.019715",,中心路7号,滨海新区,天津市,B00160CCEI,[],塘沽大剧院(中心路店),天津市,022-25862713;022-25862653,体育休闲服务;影剧院;电影院,80601,117.651631,39.019715
486,"115.976328,40.461925",,妫水北街39号金锣湾商业中心1幢H座1层,延庆区,北京市,B000A8X9SV,[],大地影院(延庆金锣湾店),北京市,010-60165114,体育休闲服务;影剧院;电影院,80601,115.976328,40.461925
487,"112.915393,28.203081",,西二环达美中心2层,岳麓区,长沙市,B0FFHFS4HU,[],中影星美影城(达美店),湖南省,0731-89822358;18874778347,体育休闲服务;影剧院;电影院,80601,112.915393,28.203081
488,"120.022456,28.907856",,城北西路238号4层,永康市,金华市,B02430IK9F,[],万福电影大世界,浙江省,0579-87331111,体育休闲服务;影剧院;电影院,80601,120.022456,28.907856
489,"116.709123,39.520172",,新华路45号,广阳区,廊坊市,B013C01444,[],明珠影剧院(新华路店),河北省,0316-2013433;0316-2027500,体育休闲服务;影剧院;电影院,80601,116.709123,39.520172
490,"119.687321,30.628165",,昌硕街道昌硕广场6号楼4层412-413号,安吉县,湖州市,B0FFFVM9V0,[],九州大地影城,浙江省,0572-5219999,体育休闲服务;影剧院;电影院,80601,119.687321,30.628165
491,"107.237852,26.579404",,城关镇徐家湾影剧院,贵定县,黔南布依族苗族自治州,B0FFGE9ST3,[],银海星空影城,贵州省,0854-4950898,体育休闲服务;影剧院;电影院,80601,107.237852,26.579404
492,"117.936848,40.976079",,南营子大街文化大厦B1层,双桥区,承德市,B013A006I3,[],群众电影院(南营子大街店),河北省,0314-2076811;0314-2073589,体育休闲服务;影剧院;电影院,80601,117.936848,40.976079
493,"110.786815,32.642901",,五堰北街如意广场内,茅箭区,十堰市,B02CF01ZNG,[],五堰电影院(如意广场店),湖北省,0719-8671986,体育休闲服务;影剧院;电影院,80601,110.786815,32.642901
494,"123.389254,41.749994",,长白二街3-2号,和平区,沈阳市,B0018173DA,[],金逸国际电影城(长白店),辽宁省,024-31632380;024-83737779,体育休闲服务;影剧院;电影院,80601,123.389254,41.749994
495,"103.887929,30.808697",,东大街27号3层,郫都区,成都市,B001C8NU7O,[],郫都区电影院(东大街店),四川省,028-86556858,体育休闲服务;影剧院;电影院,80601,103.887929,30.808697
496,"118.590276,24.913209",,西街20号,鲤城区,泉州市,B025301AHD,[],泉州影剧院,福建省,0595-22379286;0595-22388588,体育休闲服务;影剧院;电影院,80601,118.590276,24.913209
497,"125.147262,46.538645",,龙运路与凤德街交汇处,龙凤区,大庆市,B0FFGK2XDH,[],恒大影城(大庆店),黑龙江省,0459-6216988,体育休闲服务;影剧院;电影院,80601,125.147262,46.538645
498,"111.754592,29.64299",,财富广场C区3层,澧县,常德市,B02E00QMPF,[],长浩电影城(财富广场店),湖南省,0736-3138999,体育休闲服务;影剧院;电影院,80601,111.754592,29.64299
499,"117.025840,25.072171",,东尚国际大酒店,新罗区,龙岩市,B0FFGKU3NJ,[],中影梦工坊巨幕影城(美食城店),福建省,[],体育休闲服务;影剧院;电影院,80601,117.02584,25.072171
500,"114.069405,32.122245",,和美广场东方京城4层,浉河区,信阳市,B01780146T,[],奥斯卡国际影城(东方京城店),河南省,0376-6211568;0376-6265488,体育休闲服务;影剧院;电影院,80601,114.069405,32.122245
501,"123.398317,41.790614",,万达新天地天河座4楼19号,和平区,沈阳市,B0FFHC66IY,[],影乐迪私人影院,辽宁省,13604032752,体育休闲服务;影剧院;电影院,80601,123.398317,41.790614
502,"101.758616,36.629622",,五四大街37号力盟步行街6号楼2-3层,城西区,西宁市,B0FFF36R3P,[],星美国际影城(力盟店),青海省,0971-6369388,体育休闲服务;影剧院;电影院,80601,101.758616,36.629622
503,"110.28707,21.605902",,五一路41号华影文化中心,廉江市,湛江市,B02F70NT3O,[],华影凤凰电影院(五一路店),广东省,0759-6892886,体育休闲服务;影剧院;电影院,80601,110.28707,21.605902
504,"121.698624,31.193544",,新川路400号,浦东新区,上海市,B001556QU4,[],川沙影剧院,上海市,021-58927839;021-58982228,体育休闲服务;影剧院;电影院,80601,121.698624,31.193544
505,"119.894594,32.380914",,口泰路1号中国医药城大学城邻里中心3层,海陵区,泰州市,B0FFGC3AR0,[],苏艺影城(泰州店),江苏省,0523-82189666,体育休闲服务;影剧院;电影院,80601,119.894594,32.380914
506,"123.459141,41.735368",,营盘西街17号万达广场4F层,浑南区,沈阳市,B00181ELEU,[],万达影城(奥体万达广场店),辽宁省,024-31599966,体育休闲服务;影剧院;电影院,80601,123.459141,41.735368
507,"113.097688,22.593563",,东华一路61号金华商业中心1层,蓬江区,江门市,B02EE0Q9HK,[],唯亚影城(金华店),广东省,0750-3719797;0750-3117388,体育休闲服务;影剧院;电影院,80601,113.097688,22.593563
508,"121.414169,28.654065",,市府大道555号万家灯火都市广场F5层,椒江区,台州市,B024005PDD,[],完美世界影城(万家灯火广场店),浙江省,0576-88819888;0576-88812018,体育休闲服务;影剧院;电影院,80601,121.414169,28.654065
509,"121.128817,31.284575",,绿地大道255弄2号3层,昆山市,苏州市,B020016BXG,[],中影国际影城(昆山花桥店),江苏省,0512-50173666,体育休闲服务;影剧院;电影院,80601,121.128817,31.284575
510,"117.812273,30.929492",,长江路1552号贵都商城3层,铜官区,铜陵市,B023201ADH,[],人民电影院(长江路店),安徽省,0562-2686697;0562-2686797,体育休闲服务;影剧院;电影院,80601,117.812273,30.929492
511,"118.600086,24.902254",,温陵路美食街中段,丰泽区,泉州市,B02530Q250,[],万星国际影城(温陵路店),福建省,0595-22697888;0595-28678181,体育休闲服务;影剧院;电影院,80601,118.600086,24.902254
512,"115.912069,28.670320",,丁公路120号盈石广场6层,西湖区,南昌市,B0FFI8O915,[],南昌耀莱成龙国际影城,江西省,0791-86282955;0791-86719880,体育休闲服务;影剧院;电影院,80601,115.912069,28.67032
513,"116.381121,23.536628",,榕东梅兜路中段东侧,榕城区,揭阳市,B0FFGEUATG,[],中基国际影城,广东省,0663-8933111;15766888107;13352707709,体育休闲服务;影剧院;电影院,80601,116.381121,23.536628
514,"117.137056,36.182957",,灵山大街276号银座商城5层,泰山区,泰安市,B0FFGJF50O,[],圣大电影城(东湖银座店),山东省,0538-8909999,体育休闲服务;影剧院;电影院,80601,117.137056,36.182957
515,"120.455478,36.389474",,振华街100号(新华书店东50米),即墨区,青岛市,B021408ULB,[],新时代影城,山东省,0532-88512861;18678435559,体育休闲服务;影剧院;电影院,80601,120.455478,36.389474
516,"117.359315,25.966506",,水坝路永安市文体休闲中心,永安市,三明市,B0256028P5,[],华夏大剧院(文体休闲中心店),福建省,0598-3459999;0598-3759999;0598-3756666,体育休闲服务;影剧院;电影院,80601,117.359315,25.966506
517,"117.961120,36.649009",,柳泉广场银座购物广场西门北邻,淄川区,淄博市,B0FFG7XT2L,[],淄川齐纳国际影城,山东省,0533-5137001;0533-5137002,体育休闲服务;影剧院;电影院,80601,117.96112,36.649009
518,"120.759681,30.736810",,南湖大道与中环南路交汇处(体育中心对面),南湖区,嘉兴市,B023D02WOR,[],嘉兴大剧院银河电影城(中环南路店),浙江省,0573-82876288;0573-82533957,体育休闲服务;影剧院;电影院,80601,120.759681,30.73681
519,"111.005721,21.503071",,水东镇人民路3号苏宁电器4层,电白区,茂名市,B029C0P5Z7,[],瑞湖数字影城(人民路店),广东省,0668-5331188;0668-5256888,体育休闲服务;影剧院;电影院,80601,111.005721,21.503071
520,"114.70058,22.957619",,惠东华美达广场酒店对面,惠东县,惠州市,B02F00S4K1,[],弘诚影院(百丘田店),广东省,0752-8313001;0752-5311333;0752-8313111,体育休闲服务;影剧院;电影院,80601,114.70058,22.957619
521,"116.998324,39.754986",,新开街香城壹号4层,香河县,廊坊市,B0FFGWV643,[],星光国际影城(香河店),河北省,0316-8321999;15373237595,体育休闲服务;影剧院;电影院,80601,116.998324,39.754986
522,"108.718045,34.331335",,统一广场B118号,秦都区,咸阳市,B038E02G9H,[],统一国际影城(统一广场店),陕西省,029-38990318,体育休闲服务;影剧院;电影院,80601,108.718045,34.331335
523,"121.597661,32.063778",,吕四港镇香堂路8号,启东市,南通市,B0FFFSVJB3,[],和平影城,江苏省,0513-83416100,体育休闲服务;影剧院;电影院,80601,121.597661,32.063778
524,"126.620066,45.77211",,中央大街69号金安国际购物广场5层,道里区,哈尔滨市,B01C30JPZL,[],金安国际影城(金安国际购物广场店),黑龙江省,0451-84567676;0451-84567875,体育休闲服务;影剧院;电影院,80601,126.620066,45.77211
525,"120.833196,30.078885",,崧厦镇中国伞城17号楼3层,上虞区,绍兴市,B0FFH0IN7O,[],孝民时代影院,浙江省,0575-82696868,体育休闲服务;影剧院;电影院,80601,120.833196,30.078885
526,"118.159733,24.476629",,莲前东路383号901室(6+1儿童摄影楼上),思明区,厦门市,B0FFGZBH9F,[],1080私人影院,福建省,0592-5969766,体育休闲服务;影剧院;电影院,80601,118.159733,24.476629
527,"111.291496,30.7055",,夷陵大道58号CBD购物中心3层,西陵区,宜昌市,B02CD02Y39,[],天河国际影城(夷陵大道店),湖北省,0717-6838051;0717-6290120;0717-6838050,体育休闲服务;影剧院;电影院,80601,111.291496,30.7055
528,"118.869901,28.961925",,县学街37号4层,柯城区,衢州市,B023A0IA2B,[],宏泰电影大世界(县学街店),浙江省,0570-8286695;0570-8586801,体育休闲服务;影剧院;电影院,80601,118.869901,28.961925
529,"114.347360,36.105435",,解放大道30号招商银行2层,北关区,安阳市,B0174027VJ,[],文化宫数字3D影城,河南省,0372-5115678,体育休闲服务;影剧院;电影院,80601,114.34736,36.105435
530,"120.117496,30.297499",,登云路518号赛码城3层,拱墅区,杭州市,B023B1A2BG,[],金象影城(赛码城店),浙江省,0571-86558333,体育休闲服务;影剧院;电影院,80601,120.117496,30.297499
531,"113.800145,27.880072",,府前路18号,上栗县,萍乡市,B031F0M21L,[],环球影城(府前路店),江西省,0799-3666618,体育休闲服务;影剧院;电影院,80601,113.800145,27.880072
532,"114.210975,36.420261",,滏临南大街29号(望园楼4层),峰峰矿区,邯郸市,B0FFGJ6ANH,[],星耀国际影城,河北省,0310-7950888,体育休闲服务;影剧院;电影院,80601,114.210975,36.420261
533,"120.602517,31.272923",,友新路1188号亿盛购物中心3层,姑苏区,苏州市,B020017JPL,[],金逸影城(亿象城IMAX店),江苏省,0512-67878110;0512-67878101,体育休闲服务;影剧院;电影院,80601,120.602517,31.272923
534,"114.482729,36.605046",,邯山街14号稽山商业步行街D1号楼4层,丛台区,邯郸市,B01360ND37,[],新天地电影城(邯山街店),河北省,0310-6038999;0310-6036111;0310-8038999,体育休闲服务;影剧院;电影院,80601,114.482729,36.605046
535,"108.365733,21.756843",,恒富商业广场4层,防城区,防城港市,B0FFH6LDTZ,[],奥斯卡国际影城(恒富商业广场店),广西壮族自治区,0770-3255588,体育休闲服务;影剧院;电影院,80601,108.365733,21.756843
536,"119.455927,32.199479",,解放路32号,京口区,镇江市,B01FF01DX4,[],镇江影剧院,江苏省,0511-84433699,体育休闲服务;影剧院;电影院,80601,119.455927,32.199479
537,"106.430920,38.363236",,横城景区内,兴庆区,银川市,B03B70R0CQ,[],汽车影院,宁夏回族自治区,[],体育休闲服务;影剧院;电影院,80601,106.43092,38.363236
538,"121.784617,39.060400",,辽河西路117万达广场4层,金州区,大连市,B0FFG8YDQW,[],万达影城(经开店),辽宁省,0411-88173555,体育休闲服务;影剧院;电影院,80601,121.784617,39.0604
539,"120.136713,33.382079",,建军中路59号苏宁电器大铜马店5层,亭湖区,盐城市,B02030JAWA,[],铜马国际影城(建军中路店),江苏省,0515-88865000,体育休闲服务;影剧院;电影院,80601,120.136713,33.382079
540,"121.413951,28.650912",,耀达路99号现代天地商城3楼南区,椒江区,台州市,B0FFH5AGZC,[],奥斯卡,浙江省,0576-89801877;0576-89801866,体育休闲服务;影剧院;电影院,80601,121.413951,28.650912
541,"123.174275,41.272748",,民主路14号(信达证券对面),白塔区,辽阳市,B01A3004EB,[],东都影城(民主路店),辽宁省,0419-4239999,体育休闲服务;影剧院;电影院,80601,123.174275,41.272748
542,"126.643293,45.761284",,果戈里大街414号,南岗区,哈尔滨市,B01C30287F,[],亚细亚电影院(果戈里大街店),黑龙江省,0451-53648651;0451-87531877,体育休闲服务;影剧院;电影院,80601,126.643293,45.761284
543,"120.400470,30.129291",,钱清镇新钱门学府4层,柯桥区,绍兴市,B0FFFOWDGH,[],大钱门国际影城,浙江省,0575-84060666,体育休闲服务;影剧院;电影院,80601,120.40047,30.129291
544,"109.423715,24.336936",,沿江路7号,城中区,柳州市,B03040PQBF,[],维星国际影城(柳州双渔汇店),广西壮族自治区,0772-3211668,体育休闲服务;影剧院;电影院,80601,109.423715,24.336936
545,"119.275604,28.596031",,君子路64-70号,遂昌县,丽水市,B0FFF60DVK,[],格瑞斯影城(君子路店),浙江省,0578-8526661,体育休闲服务;影剧院;电影院,80601,119.275604,28.596031
546,"102.691290,25.053436",,虹山东路9号版筑翠园小区9幢3-4层,五华区,昆明市,B036711BNN,[],翠园国际影城,云南省,0871-65175700,体育休闲服务;影剧院;电影院,80601,102.69129,25.053436
547,"113.295964,23.125443",,农林下路4-6号锦轩现代城4层,越秀区,广州市,B00140UVYE,[],中影火山湖电影城(东山口店),广东省,020-87623898;020-87623868,体育休闲服务;影剧院;电影院,80601,113.295964,23.125443
548,"115.524896,38.232581",,安平镇丝网东街(平安公园对过),安平县,衡水市,B013E0M61Y,[],平安国际影城(瑞泰广场店),河北省,0318-7567888;0318-8882088,体育休闲服务;影剧院;电影院,80601,115.524896,38.232581
549,"104.023271,30.670864",,清江东路360号,青羊区,成都市,B001C8NNGR,[],峨影1958电影城(清江东路店),四川省,028-62322261,体育休闲服务;影剧院;电影院,80601,104.023271,30.670864
550,"109.860716,40.657110",,钢铁大街BHG Mall北京华联包头购物中心4-5层,青山区,包头市,B0FFHD0VPC,[],BHG Mall北京华联包头购物中心国际影城(包头店),内蒙古自治区,0472-6209956;0472-6209998,体育休闲服务;影剧院;电影院,80601,109.860716,40.65711
551,"112.008284,27.726364",,氐星路1218号,娄星区,娄底市,B02E20NAPW,[],新城电影院,湖南省,13973849596,体育休闲服务;影剧院;电影院,80601,112.008284,27.726364
552,"114.208116,34.412497",,文化东路182号幸福大厦2层,尉氏县,开封市,B0FFFZQHXU,[],光线奥斯卡影城(东关光线店),河南省,0371-27296777,体育休闲服务;影剧院;电影院,80601,114.208116,34.412497
553,"115.212081,40.387093",,隆都路涿鹿影剧院,涿鹿县,张家口市,B0FFFAGL1T,[],涿鹿影剧院,河北省,0313-6538283,体育休闲服务;影剧院;电影院,80601,115.212081,40.387093
554,"112.95027,27.07508",,洣江大道966号,衡东县,衡阳市,B02DE0R08B,[],衡东美美影城(洣江大道店),湖南省,0734-5167777,体育休闲服务;影剧院;电影院,80601,112.95027,27.07508
555,"117.128477,34.818716",,建设路银座商城5层,微山县,济宁市,B0FFFQ5Y1I,[],德悦国际影城(微山银座店),山东省,0537-8558866,体育休闲服务;影剧院;电影院,80601,117.128477,34.818716
556,"106.405196,29.799964",,康宁路58号嘉陵风情步行街4-5层(状元府第旁),北碚区,重庆市,B00178UJX3,[],UME国际影城(北碚店),重庆市,023-60306699,体育休闲服务;影剧院;电影院,80601,106.405196,29.799964
557,"120.052008,29.311975",,北苑街道望道路153号福泰隆购物广场3层,义乌市,金华市,B0243188M2,[],蓝钻影城,浙江省,0579-85065666,体育休闲服务;影剧院;电影院,80601,120.052008,29.311975
558,"116.426179,39.845570",,宋庄路71号扑满山商场2层,丰台区,北京市,B0FFF8PRTZ,[],网尚点播·云乐迪(宋家庄店),北京市,010-87640188,体育休闲服务;影剧院;电影院,80601,116.426179,39.84557
559,"106.777856,30.382191",,文化路496号,华蓥市,广安市,B0FFF3GXR6,[],华蓥电影城(文化路店),四川省,0826-4879333;0826-4878866,体育休闲服务;影剧院;电影院,80601,106.777856,30.382191
560,"113.381956,23.132165",,棠德南路44号乐天棠德广场二楼(肯德基旁),天河区,广州市,B0FFH89GF9,[],龙影国际影城(棠下店),广东省,020-38915740,体育休闲服务;影剧院;电影院,80601,113.381956,23.132165
561,"115.954742,37.354248",,工业路与京杭大街交叉口西行800米路北(西博雅游泳馆西邻),故城县,衡水市,B0FFGLWCZC,[],金棕榈星辉国际影城(故城店),河北省,0318-6653666,体育休闲服务;影剧院;电影院,80601,115.954742,37.354248
562,"113.396494,23.12517",,中山大道中87号苏宁电器中山大道店3层,天河区,广州市,B0FFF09XHH,[],车陂国际影城(苏宁广场店),广东省,020-82304989,体育休闲服务;影剧院;电影院,80601,113.396494,23.12517
563,"119.913441,31.023011",,雉城镇锦绣路2号1层,长兴县,湖州市,B023C02XVM,[],长兴大剧院影城,浙江省,0572-6256008,体育休闲服务;影剧院;电影院,80601,119.913441,31.023011
564,"121.845241,39.063012",,澳东园10号澳东世纪购物广场3层,金州区,大连市,B0FFGF4Y63,[],大地影院(大连澳东世纪店),辽宁省,0411-62274288,体育休闲服务;影剧院;电影院,80601,121.845241,39.063012
565,"118.670154,37.430278",,胶州路新都商城5层,东营区,东营市,B0FFFCVUE6,[],新时代影城(胶州路店),山东省,0546-7765366;0546-8023666,体育休闲服务;影剧院;电影院,80601,118.670154,37.430278
566,"116.773321,23.461236",,文祠东路文化大厦2层,澄海区,汕头市,B02F20054E,[],澄城影剧院,广东省,0754-85722320;0754-85724320,体育休闲服务;影剧院;电影院,80601,116.773321,23.461236
567,"110.340642,19.977498",,吾悦广场,龙华区,海口市,B0FFHC6AEC,[],星轶IMAX国际影城(海口吾悦广场旗舰店),海南省,0898-36311198,体育休闲服务;影剧院;电影院,80601,110.340642,19.977498
568,"125.541957,43.996223",,卡伦湖大街与滨水路交汇合悦广场5层,九台区,长春市,B0FFGM3HM8,[],吉影名悦影城,吉林省,15699565716,体育休闲服务;影剧院;电影院,80601,125.541957,43.996223
